title,country,genres,language,writer_count,title_adaption,censor_rating,release_date,runtime,dvd_release_date,users_votes,comments,likes,overall_views,dislikes,ratings_imdb,ratings_tomatoes,ratings_metacritic,special_award,awards_win,awards_nomination,revenue_category
Wadjda ,"Saudi Arabia, Netherlands, Germany, Jordan, United Arab Emirates, USA","Comedy, Drama",Arabic,1,FALSE,PG,16/05/2013,98 min,11/02/2014,"16,377",73,468,119996,28,7.5/10,99%,81/100,1,22,33,Low
Red Hook Summer ,USA,Drama,English,2,TRUE,R,17/05/2013,121 min,21/12/2012,"1,434",36,100,15657,34,5.0/10,57%,48/100,0,0,4,Low
Only God Forgives ,"Denmark, France, USA, Sweden, Belgium","Crime, Drama","English, Thai",1,FALSE,R,22/05/2013,90 min,22/10/2013,"1,00,129",,,,,5.7/10,41%,37/100,0,14,19,Low
Hammer of the Gods ,UK,"Action, Adventure, History",English,1,FALSE,R,30/05/2013,99 min,10/09/2013,"7,497",1751,4112,6896925,1426,4.5/10,29%,44/100,0,0,2,Low
Yeh Jawaani Hai Deewani ,India,"Comedy, Drama, Musical, Romance","Hindi, English, French",2,TRUE,Not Rated,31/05/2013,160 min,15/07/2013,"33,860",9,124,127528,12,7.1/10,67%,0,0,22,92,Low
After Earth ,USA,"Action, Adventure, Sci-Fi",English,3,TRUE,PG-13,31/05/2013,100 min,08/10/2013,"1,81,407",10993,43478,17752349,3579,4.8/10,11%,33/100,0,3,8,High
Now You See Me ,"USA, France","Crime, Mystery, Thriller","English, French",5,TRUE,PG-13,31/05/2013,115 min,03/09/2013,"5,51,997",1,40,468948,3,7.3/10,50%,50/100,0,1,3,High
Levitated Mass ,USA,"Documentary, Biography, History, News",English,,FALSE,,01/06/2013,88 min,15/12/2014,132,1,9,2659,0,6.7/10,100%,82/100,0,0,0,Low
"Internship, The ",USA,Comedy,"English, Tagalog, Cantonese, Mandarin, Spanish",3,TRUE,PG-13,07/06/2013,119 min,22/10/2013,"1,80,023",2304,12321,5408619,653,6.3/10,35%,42/100,0,0,2,High
It's a Disaster ,USA,"Comedy, Drama",English,1,FALSE,R,07/06/2013,88 min,04/06/2013,"9,546",168,802,456974,117,6.4/10,79%,57/100,0,3,0,Low
Tiger Eyes ,USA,Drama,English,2,TRUE,PG-13,07/06/2013,92 min,07/01/2014,"1,793",210,1657,631739,92,6.4/10,66%,56/100,0,4,1,Low
"Prey, The ",France,"Action, Crime, Drama, Thriller",French,3,FALSE,R,07/06/2013,105 min,,"4,661",,,,,6.7/10,68%,58/100,0,0,0,Low
Behind the Candelabra ,USA,"Biography, Drama, Romance",English,3,TRUE,R,07/06/2013,118 min,17/09/2013,"37,627",26,155,427634,21,7.0/10,95%,0,1,41,48,Low
Yamla Pagla Deewana 2 ,India,"Action, Comedy, Drama",Hindi,2,TRUE,Unrated,07/06/2013,154 min,,"1,617",,,,,3.5/10,0,0,0,0,0,Low
"Purge, The ","USA, France","Horror, Thriller",English,1,FALSE,R,07/06/2013,85 min,08/10/2013,"1,83,042",1037,2335,837008,168,5.7/10,39%,41/100,0,1,6,High
Arthur Newman ,USA,Drama,English,1,FALSE,R,13/06/2013,101 min,03/09/2013,"6,582",0,2,3376,0,5.7/10,20%,42/100,0,0,1,Low
Man of Steel ,"USA, UK","Action, Adventure, Sci-Fi",English,5,TRUE,PG-13,14/06/2013,143 min,12/11/2013,"6,46,109",42912,133416,40924806,6630,7.1/10,56%,55/100,0,7,46,High
Call Me Kuchu ,"USA, Uganda","Documentary, Drama",English,2,FALSE,Not Rated,14/06/2013,87 min,23/09/2013,723,19,183,47973,11,7.6/10,98%,80/100,0,14,12,Low
Somm ,USA,Documentary,"English, Italian, German, French",1,FALSE,Not Rated,21/06/2013,94 min,,"3,962",1,9,2478,0,7.0/10,79%,58/100,0,1,2,Low
World War Z ,"USA, UK, Malta","Action, Adventure, Horror, Sci-Fi, Thriller","English, Spanish, Hebrew, Arabic",6,TRUE,PG-13,21/06/2013,116 min,17/09/2013,"5,54,709",149,720,615620,47,7.0/10,66%,63/100,0,3,24,High
Raanjhanaa ,India,"Drama, Romance","Hindi, Tamil",1,FALSE,Not Rated,21/06/2013,140 min,,"26,693",4034,19267,6669095,1235,7.6/10,71%,0,0,7,32,Low
Monsters University ,USA,"Animation, Adventure, Comedy, Family, Fantasy",English,7,TRUE,G,21/06/2013,104 min,29/10/2013,"2,92,318",1470,14026,5797342,1552,7.3/10,80%,65/100,1,9,56,High
"Bling Ring, The ","USA, UK, France, Germany, Japan","Biography, Crime, Drama",English,2,TRUE,R,21/06/2013,90 min,17/09/2013,"77,596",1984,16751,8364055,1096,5.6/10,59%,66/100,0,4,7,Low
Europa Report ,USA,"Drama, Mystery, Sci-Fi, Thriller","English, Russian, Chinese",1,FALSE,PG-13,27/06/2013,90 min,08/10/2013,"62,980",1489,4960,2911267,357,6.4/10,81%,68/100,0,1,2,Low
"Heat, The ",USA,"Action, Comedy, Crime","English, Spanish, Bulgarian",1,FALSE,R,28/06/2013,117 min,15/10/2013,"1,53,313",18,185,146530,11,6.6/10,65%,60/100,0,7,16,High
Redemption ,"UK, USA","Action, Crime, Drama, Thriller","English, Polish, Cantonese, Italian",1,FALSE,R,28/06/2013,100 min,,"61,432",1870,18327,12124352,1046,6.2/10,49%,43/100,0,0,0,Low
"East, The ","UK, USA","Adventure, Drama, Thriller","English, American Sign Language",2,FALSE,PG-13,28/06/2013,116 min,17/09/2013,"46,849",365,1578,981525,89,6.8/10,75%,68/100,0,1,7,Low
White House Down ,USA,"Action, Drama, Thriller",English,1,FALSE,PG-13,28/06/2013,131 min,05/11/2013,"1,91,478",2,17,46521,2,6.4/10,51%,52/100,0,3,9,High
"Band Called Death, A ",USA,"Documentary, Biography, Music",English,,FALSE,Not Rated,28/06/2013,96 min,13/08/2013,"3,249",0,6,2275,0,7.5/10,94%,77/100,0,3,2,Low
Downloaded ,USA,Documentary,English,1,FALSE,Not Rated,01/07/2013,106 min,,"2,568",105,619,101625,15,6.9/10,67%,56/100,0,0,1,Low
Drift ,Australia,"Biography, Drama, Sport",English,3,TRUE,R,02/07/2013,113 min,16/09/2013,"4,444",58,352,93560,89,6.3/10,32%,35/100,0,6,6,Low
"Lone Ranger, The ",USA,"Action, Adventure, Western","English, North American Indian",6,TRUE,PG-13,03/07/2013,150 min,17/12/2013,"2,09,185",1014,4252,2657441,374,6.4/10,31%,37/100,1,4,17,High
Despicable Me 2 ,"USA, France, Japan","Animation, Adventure, Comedy, Family, Fantasy, Sci-Fi","English, Ukrainian",2,FALSE,PG,03/07/2013,98 min,10/12/2013,"3,44,570",789,20615,8053702,2576,7.4/10,74%,62/100,1,12,65,High
Man of Tai Chi ,"USA, China, Hong Kong","Action, Drama","Cantonese, English, Mandarin",1,FALSE,R,05/07/2013,105 min,10/12/2013,"32,979",1212,8335,6275011,468,6.1/10,71%,52/100,0,0,0,Low
"Field in England, A ",UK,"Drama, History, Horror, Mystery",English,1,FALSE,Not Rated,05/07/2013,90 min,07/04/2014,"9,432",263,1426,561331,62,6.3/10,89%,73/100,0,1,8,Low
"Look of Love, The ",UK,"Biography, Comedy, Drama",English,7,TRUE,Not Rated,07/07/2013,101 min,08/10/2013,"6,269",68,1857,2306455,409,6.0/10,53%,57/100,0,1,1,Low
We Steal Secrets: The Story of WikiLeaks ,USA,Documentary,English,1,FALSE,R,11/07/2013,130 min,07/10/2013,"7,143",2233,14091,4588039,879,6.9/10,91%,76/100,1,3,8,Low
Pacific Rim ,USA,"Action, Adventure, Sci-Fi","English, Japanese, Cantonese, Mandarin",3,TRUE,PG-13,12/07/2013,131 min,15/10/2013,"4,44,011",7451,25718,7108861,1089,6.9/10,72%,65/100,1,6,47,High
Girl Most Likely ,USA,Comedy,"English, French, Romanian, Dutch, Mandarin",1,FALSE,PG-13,18/07/2013,103 min,05/11/2013,"13,936",119,952,664036,68,5.8/10,22%,38/100,0,0,0,Low
Breathe In ,USA,"Drama, Romance",English,2,FALSE,R,19/07/2013,98 min,12/08/2014,"13,200",307,1795,1103853,107,6.4/10,56%,60/100,0,0,3,Low
"Conjuring, The ",USA,"Horror, Mystery, Thriller","English, Latin",2,FALSE,R,19/07/2013,112 min,22/10/2013,"3,97,772",,,,,7.5/10,85%,68/100,0,15,22,High
Red 2 ,"USA, France, Canada","Action, Comedy, Crime, Thriller","English, Russian, French, Persian, Korean",4,TRUE,PG-13,19/07/2013,116 min,26/11/2013,"1,48,968",241,2307,712779,82,6.6/10,44%,47/100,0,0,3,High
R.I.P.D. ,USA,"Action, Adventure, Comedy, Fantasy, Sci-Fi",English,7,TRUE,PG-13,19/07/2013,96 min,29/10/2013,"1,08,858",569,3006,871831,162,5.6/10,13%,25/100,0,0,0,High
Drew: The Man Behind the Poster ,USA,"Documentary, Biography",English,4,FALSE,Not Rated,19/07/2013,97 min,19/11/2013,846,58,1176,135860,4,7.5/10,50%,59/100,0,3,3,Low
Drinking Buddies ,USA,"Comedy, Drama, Romance",English,1,FALSE,R,25/07/2013,90 min,03/12/2013,"53,460",782,8271,5342038,641,6.1/10,82%,71/100,0,1,3,Low
Killing Season ,"USA, Belgium, Bulgaria","Action, Drama, Thriller","English, Serbian",1,FALSE,R,25/07/2013,91 min,20/08/2013,"33,638",1820,2497,2353039,1144,5.4/10,11%,25/100,0,0,0,Low
"Wolverine, The ","USA, UK","Action, Adventure, Sci-Fi","English, Japanese",2,TRUE,PG-13,26/07/2013,126 min,03/12/2013,"4,00,154",,,,,6.7/10,71%,61/100,0,2,11,High
"Way, Way Back, The ",USA,"Comedy, Drama",English,2,FALSE,PG-13,26/07/2013,103 min,22/10/2013,"1,32,741",967,4625,1918101,152,7.4/10,84%,68/100,0,5,30,High
"To Do List, The ",USA,"Comedy, Romance","English, Sanskrit",1,FALSE,R,26/07/2013,104 min,19/11/2013,"34,475",793,12879,4615366,940,5.8/10,54%,61/100,0,0,0,Low
Emperor ,"Japan, USA","Drama, History, War","English, Japanese",3,TRUE,PG-13,27/07/2013,105 min,13/08/2013,"12,195",21,85,59669,13,6.5/10,33%,48/100,0,0,1,Low
"Artist and the Model, The ","Spain, France",Drama,"French, Spanish",2,FALSE,R,02/08/2013,105 min,11/02/2014,"1,443",0,3,3019,1,6.7/10,70%,53/100,0,3,25,Low
Planes ,USA,"Animation, Adventure, Comedy, Family","English, Spanish",6,TRUE,PG,09/08/2013,91 min,19/11/2013,"39,916",535,1728,860332,497,5.7/10,25%,39/100,0,0,5,High
Big Bad Wolves ,Israel,"Drama, Horror, Thriller","Hebrew, Arabic",2,FALSE,Not Rated,15/08/2013,110 min,22/04/2014,"14,082",237,1368,872357,112,6.8/10,77%,64/100,0,16,14,Low
Reaching for the Moon ,Brazil,"Biography, Drama, Romance","English, Portuguese",4,TRUE,Not Rated,16/08/2013,118 min,11/02/2014,"2,537",9,94,54633,2,7.0/10,65%,44/100,0,8,11,Low
Jobs ,"USA, Switzerland","Biography, Drama",English,1,FALSE,PG-13,16/08/2013,128 min,26/11/2013,"88,597",2189,13050,2255633,915,5.9/10,28%,44/100,0,0,2,High
Kick-Ass 2 ,"USA, UK","Action, Comedy, Crime",English,3,TRUE,R,16/08/2013,103 min,17/12/2013,"2,38,376",,,,,6.6/10,32%,41/100,0,1,7,High
Paranoia ,"USA, India, France","Drama, Thriller",English,3,TRUE,PG-13,16/08/2013,106 min,19/11/2013,"33,167",,,,,5.7/10,7%,32/100,0,0,1,Low
Spark: A Burning Man Story ,"USA, New Zealand, South Africa, UK, Lithuania","Documentary, Action, Biography, Drama",English,,FALSE,Not Rated,16/08/2013,90 min,16/12/2014,532,129,1196,292611,24,6.2/10,57%,55/100,0,0,1,Low
Frances Ha ,"USA, Brazil","Comedy, Drama, Romance",English,2,FALSE,R,23/08/2013,86 min,12/11/2013,"59,893",41,408,234406,17,7.4/10,92%,82/100,1,1,47,Low
"Kings of Summer, The ",USA,"Adventure, Comedy, Drama",English,1,FALSE,R,23/08/2013,95 min,24/09/2013,"73,294",5,81,66983,3,7.2/10,76%,61/100,0,5,9,Low
You're Next ,"USA, UK","Action, Comedy, Horror, Thriller",English,1,FALSE,R,23/08/2013,95 min,14/01/2014,"79,628",4289,15084,5139225,931,6.6/10,78%,66/100,0,11,20,High
"World's End, The ","UK, USA, Japan","Action, Comedy, Sci-Fi",English,2,FALSE,R,23/08/2013,109 min,19/11/2013,"2,35,621",2257,13144,3903508,617,7.0/10,89%,81/100,0,5,22,High
Getaway ,"USA, Bulgaria","Action, Crime, Thriller",English,2,FALSE,PG-13,30/08/2013,90 min,26/11/2013,"22,100",1388,4413,1246512,388,4.4/10,2%,22/100,0,0,2,High
Upstream Color ,USA,"Drama, Sci-Fi",English,1,FALSE,Not Rated,30/08/2013,96 min,07/05/2013,"28,456",3,92,6689,1,6.7/10,86%,81/100,0,5,34,Low
"Grandmaster, The ","Hong Kong, China","Action, Biography, Drama, Romance, War","Mandarin, Cantonese, Japanese",4,TRUE,PG-13,30/08/2013,130 min,04/03/2014,"28,728",,,,,6.6/10,78%,73/100,1,53,51,High
One Direction: This Is Us ,USA,"Documentary, Music","English, Portuguese",,FALSE,PG,30/08/2013,92 min,17/12/2013,"22,984",156,4472,259443,89,4.2/10,64%,49/100,0,0,1,High
Salinger ,USA,Documentary,English,,FALSE,PG-13,05/09/2013,120 min,03/03/2014,"2,251",0,4,2369,0,6.7/10,36%,40/100,0,0,1,Low
Museum Hours ,"Austria, USA",Drama,"English, German",4,FALSE,Not Rated,06/09/2013,107 min,17/12/2013,"1,798",18,255,87845,8,6.9/10,94%,84/100,0,2,9,Low
Populaire ,"France, Belgium","Comedy, Romance, Sport","French, English, German",3,FALSE,R,06/09/2013,111 min,,"10,697",133,1496,323411,49,6.9/10,73%,58/100,0,1,9,Low
Insidious: Chapter 2 ,"USA, Canada","Horror, Mystery, Thriller",English,4,TRUE,PG-13,13/09/2013,106 min,24/12/2013,"1,41,400",,,,,6.6/10,39%,40/100,0,0,16,High
Grand Masti ,India,"Comedy, Drama, Romance",Hindi,3,TRUE,NOT RATED,13/09/2013,137 min,,"5,190",,,,,4.3/10,0,0,0,3,3,Low
Informant ,USA,Documentary,English,1,FALSE,UNRATED,13/09/2013,81 min,19/11/2013,307,5,6,20727,0,6.1/10,89%,70/100,0,2,0,Low
In a World... ,USA,Comedy,"English, Russian",1,FALSE,R,13/09/2013,93 min,21/01/2014,"29,324",66,614,63156,20,6.7/10,92%,79/100,0,3,16,Low
On My Way ,France,"Comedy, Drama",French,2,TRUE,Not Rated,18/09/2013,116 min,,"2,005",0,7,3574,0,6.4/10,80%,60/100,0,1,5,Low
Prince Avalanche ,USA,"Comedy, Drama","English, German",2,TRUE,R,19/09/2013,94 min,12/11/2013,"17,690",154,830,275097,77,6.4/10,82%,73/100,0,3,5,Low
Diana ,"UK, France, Sweden, Belgium","Biography, Drama, Romance",English,2,TRUE,PG-13,20/09/2013,113 min,11/02/2014,"17,594",504,1995,850986,120,5.5/10,8%,35/100,0,0,1,Low
Battle of the Year ,USA,"Drama, Music",English,3,FALSE,PG-13,20/09/2013,110 min,10/12/2013,"8,771",1368,11598,3561995,678,5.1/10,6%,29/100,0,0,1,High
"Short Game, The ",USA,"Documentary, Sport","English, French",,FALSE,PG,20/09/2013,99 min,09/06/2014,"1,149",,,,,7.5/10,84%,51/100,0,3,3,Low
Prisoners ,USA,"Crime, Drama, Mystery, Thriller",English,1,FALSE,R,20/09/2013,153 min,17/12/2013,"5,22,331",4613,23967,9902971,855,8.1/10,80%,74/100,1,10,35,High
The Lunchbox ,"India, France, Germany, USA, Canada","Drama, Romance","Hindi, English",2,TRUE,PG,20/09/2013,104 min,01/07/2014,"42,688",20,438,123684,35,7.8/10,96%,76/100,1,29,35,Low
Mr. Nobody ,"Belgium, Germany, Canada, France, USA, UK","Drama, Fantasy, Romance, Sci-Fi","English, Mohawk",1,FALSE,R,26/09/2013,141 min,25/02/2014,"1,97,483",1881,17616,6148905,818,7.8/10,67%,63/100,0,11,5,Low
"Citizen, The ",USA,Drama,"English, Arabic",4,TRUE,PG-13,27/09/2013,99 min,11/11/2013,"3,066",216,1159,156846,20,7.0/10,0,38/100,0,3,3,Low
Cloudy with a Chance of Meatballs 2 ,USA,"Animation, Adventure, Comedy, Family, Fantasy, Sci-Fi",English,8,TRUE,PG,27/09/2013,95 min,28/01/2014,"80,775",0,7,31245,0,6.4/10,71%,59/100,0,0,16,High
Austenland ,"UK, USA","Comedy, Romance",English,3,TRUE,PG-13,27/09/2013,97 min,11/02/2014,"17,867",127,1007,660884,107,6.3/10,31%,42/100,0,0,1,Low
Rush ,"UK, Germany, USA","Action, Biography, Drama, Sport","English, German, Italian, French, Spanish",1,FALSE,R,27/09/2013,123 min,28/01/2014,"3,94,456",109,865,279344,17,8.1/10,89%,75/100,1,6,63,High
Parkland ,USA,"Drama, History, Mystery, Thriller",English,2,TRUE,PG-13,02/10/2013,93 min,05/11/2013,"13,970",344,3208,1942534,145,6.4/10,50%,51/100,0,0,3,Low
Best Man Down ,USA,"Comedy, Drama",English,1,FALSE,PG-13,03/10/2013,89 min,,"8,800",,,,,6.4/10,33%,36/100,0,0,0,Low
Take Me Home ,USA,"Comedy, Romance",English,1,FALSE,PG-13,04/10/2013,97 min,28/05/2012,"6,898",149,776,695769,39,6.8/10,0,0,0,4,0,Low
Sunshine on Leith ,UK,"Comedy, Drama, Musical, Romance",English,2,TRUE,PG,04/10/2013,100 min,,"5,458",33,548,205451,22,6.6/10,90%,66/100,0,1,10,Low
Dracula ,"Italy, France, Spain","Horror, Romance, Thriller","English, Italian, Spanish",5,TRUE,Not Rated,04/10/2013,110 min,,"3,652",,,,,3.6/10,14%,25/100,0,0,3,Low
Gravity ,"UK, USA","Drama, Sci-Fi, Thriller","English, Greenlandic",2,FALSE,PG-13,04/10/2013,91 min,25/02/2014,"7,09,895",0,15,55923,4,7.7/10,96%,96/100,1,232,175,High
Runner Runner ,USA,"Crime, Thriller","English, Spanish",2,FALSE,R,04/10/2013,88 min,07/01/2014,"58,207",,,,,5.6/10,8%,36/100,0,0,1,High
Blue Is the Warmest Color ,"France, Belgium, Spain","Drama, Romance","French, English",5,TRUE,R,09/10/2013,180 min,25/02/2013,"1,24,675",2365,23792,21450152,5866,7.8/10,89%,88/100,1,84,94,High
Stalingrad ,Russia,"Action, Drama, War","Russian, German, Japanese",2,FALSE,R,10/10/2013,131 min,13/05/2014,"14,597",962,2530,889758,158,5.6/10,51%,49/100,0,9,13,Low
Romeo and Juliet ,"UK, Italy, Switzerland","Drama, Romance","English, Latin",3,TRUE,PG-13,11/10/2013,113 min,04/02/2014,"10,219",,,,,5.8/10,24%,41/100,0,2,2,Low
Machete Kills ,"USA, Russia","Action, Crime, Sci-Fi, Thriller","English, Spanish",3,TRUE,R,11/10/2013,107 min,21/01/2014,"70,075",266,1816,396437,181,5.6/10,30%,41/100,0,0,3,High
Captain Phillips ,USA,"Biography, Drama, Thriller","English, Somali",7,TRUE,PG-13,11/10/2013,134 min,21/01/2014,"3,87,242",595,3080,850406,132,7.8/10,93%,83/100,1,16,144,High
Gabrielle ,Canada,"Drama, Music, Romance","French, English",1,FALSE,R,16/10/2013,104 min,20/10/2014,"1,366",18,167,145866,7,6.9/10,88%,70/100,0,11,15,Low
Carrie ,USA,"Drama, Horror",English,3,TRUE,R,18/10/2013,100 min,14/01/2014,"1,25,578",91,522,130902,22,5.9/10,50%,53/100,0,5,7,High
Dirty Wars ,USA,"Documentary, Crime, Drama, Mystery, War","English, Pushto, Somali, Dari, Arabic",2,FALSE,Not Rated,18/10/2013,87 min,15/10/2013,"8,713",,,,,7.5/10,84%,76/100,1,10,6,Low
"Fifth Estate, The ","USA, India, Belgium","Biography, Drama, Thriller","English, Icelandic, Swahili, Arabic",4,TRUE,R,18/10/2013,128 min,28/01/2014,"36,422",2954,13566,3801344,1224,6.2/10,36%,49/100,0,2,3,Low
Birth of the Living Dead ,USA,Documentary,English,,FALSE,Not Rated,18/10/2013,76 min,07/01/2014,"1,448",5,61,15798,1,7.0/10,96%,65/100,0,0,0,Low
Muscle Shoals ,USA,"Documentary, Biography, History, Music",English,,FALSE,PG,25/10/2013,111 min,25/02/2014,"3,250",74,837,292309,25,7.7/10,96%,75/100,0,3,11,Low
We Are What We Are ,"USA, France","Drama, Horror, Thriller",English,3,TRUE,R,25/10/2013,105 min,07/01/2014,"18,364",400,1537,1185066,130,5.9/10,87%,71/100,0,5,11,Low
The Face of Love ,USA,"Drama, Mystery, Romance",English,2,FALSE,PG-13,25/10/2013,92 min,14/07/2014,"4,702",92,1293,625489,87,6.2/10,42%,51/100,0,0,1,Low
Khumba ,South Africa,"Animation, Adventure, Family",English,7,TRUE,Not Rated,25/10/2013,85 min,10/03/2014,"4,973",318,3304,1400762,300,5.7/10,44%,40/100,0,0,3,Low
Blood Ties ,"France, USA","Action, Crime, Drama, Thriller","English, Italian, Spanish",7,TRUE,R,30/10/2013,127 min,24/06/2014,"17,740",127,721,899381,70,6.5/10,51%,45/100,0,0,0,Low
Free Birds ,USA,"Animation, Adventure, Comedy, Family, Sci-Fi",English,5,TRUE,PG,01/11/2013,91 min,04/02/2014,"20,962",894,3575,1611775,365,5.9/10,18%,38/100,0,0,2,High
"Pervert's Guide to Ideology, The ","UK, Ireland",Documentary,English,1,TRUE,Not Rated,01/11/2013,136 min,17/02/2014,"5,542",5,111,25302,3,7.6/10,93%,71/100,0,0,2,Low
Ender's Game ,USA,"Action, Adventure, Fantasy, Sci-Fi",English,2,TRUE,PG-13,01/11/2013,114 min,11/02/2014,"2,11,871",13975,29504,9685977,1909,6.6/10,61%,51/100,0,1,6,High
Cutie and the Boxer ,USA,"Documentary, Biography","English, Japanese",1,FALSE,R,01/11/2013,82 min,04/02/2014,"4,302",66,1456,376581,23,7.2/10,95%,83/100,1,8,13,Low
Casting By ,USA,Documentary,English,,FALSE,PG-13,01/11/2013,89 min,16/09/2014,"1,360",13,133,29009,2,7.6/10,94%,70/100,0,3,1,Low
Big Sur ,USA,"Drama, Romance",English,2,TRUE,R,01/11/2013,81 min,14/01/2014,"1,703",,,,,5.8/10,43%,49/100,0,0,1,Low
Last Vegas ,USA,"Comedy, Drama",English,1,FALSE,PG-13,01/11/2013,105 min,28/01/2014,"1,21,529",256,3029,2152440,249,6.6/10,45%,48/100,0,4,1,High
Computer Chess ,USA,Comedy,English,1,FALSE,Not Rated,07/11/2013,92 min,05/11/2013,"4,031",9,76,44746,2,6.3/10,87%,74/100,0,2,8,Low
12 Years a Slave ,"USA, UK","Biography, Drama, History",English,2,TRUE,R,08/11/2013,134 min,04/03/2014,"5,78,247",0,18,39589,2,8.1/10,95%,96/100,1,235,326,High
How to Survive a Plague ,USA,"Documentary, History, News",English,6,TRUE,Not Rated,08/11/2013,110 min,25/02/2013,"3,456",,,,,7.6/10,99%,86/100,1,13,19,Low
Pulling Strings ,Mexico,"Comedy, Romance","English, Spanish",4,TRUE,PG,08/11/2013,111 min,25/02/2014,"1,644",,,77217,,6.0/10,58%,57/100,0,0,0,High
Great Expectations ,"UK, USA","Drama, Romance",English,2,TRUE,PG-13,08/11/2013,128 min,15/04/2014,"11,354",631,9781,2143418,296,6.4/10,68%,60/100,1,2,6,Low
About Time ,UK,"Comedy, Drama, Fantasy, Romance, Sci-Fi",English,1,FALSE,R,08/11/2013,123 min,04/02/2014,"2,63,975",278,5087,2316855,244,7.8/10,69%,55/100,0,3,10,High
"Armstrong Lie, The ",USA,"Documentary, Biography, Sport",English,1,FALSE,R,14/11/2013,124 min,11/02/2014,"6,831",90,397,327471,33,7.3/10,81%,67/100,1,2,7,Low
Dom Hemingway ,UK,"Comedy, Crime, Drama",English,1,FALSE,R,15/11/2013,93 min,22/07/2014,"24,488",345,4895,3993950,661,6.2/10,57%,55/100,0,0,0,Low
Bettie Page Reveals All ,USA,"Documentary, Biography",English,1,FALSE,R,22/11/2013,101 min,22/04/2014,"1,252",3,51,43970,2,7.1/10,74%,64/100,0,1,0,Low
"Summit, The ","Ireland, UK, USA","Documentary, Adventure","English, Italian",1,FALSE,R,22/11/2013,95 min,11/02/2014,"4,153",3,61,51481,5,6.9/10,64%,63/100,0,3,3,Low
Contracted ,USA,"Drama, Horror, Thriller",English,1,FALSE,Not Rated,22/11/2013,84 min,18/03/2014,"13,372",100,474,310132,52,5.3/10,53%,48/100,0,0,3,Low
"Hunger Games: Catching Fire, The ",USA,"Action, Adventure, Sci-Fi, Thriller",English,3,TRUE,PG-13,22/11/2013,146 min,07/03/2014,"5,75,816",44644,188526,32338332,4463,7.5/10,89%,76/100,1,22,66,High
Delivery Man ,"USA, India, Canada","Comedy, Drama",English,3,TRUE,PG-13,22/11/2013,105 min,25/03/2014,"70,752",,,,,6.4/10,40%,44/100,0,0,0,High
Dallas Buyers Club ,USA,"Biography, Drama","English, Japanese",2,FALSE,R,22/11/2013,117 min,04/02/2014,"4,03,065",297,2316,945705,67,8.0/10,92%,84/100,1,81,81,High
Is the Man Who Is Tall Happy? ,France,"Documentary, Animation",English,1,FALSE,Not Rated,25/11/2013,88 min,13/05/2014,"3,125",85,2386,356713,33,7.1/10,92%,76/100,0,0,1,Low
Oldboy ,USA,"Action, Drama, Mystery, Thriller",English,3,TRUE,R,27/11/2013,104 min,04/03/2014,"63,167",35,94,29569,21,5.8/10,40%,49/100,0,0,4,Low
Homefront ,USA,"Action, Thriller",English,2,TRUE,R,27/11/2013,100 min,11/03/2014,"98,128",2583,24958,9340776,881,6.5/10,42%,40/100,0,0,1,High
Frozen ,USA,"Animation, Adventure, Comedy, Family, Fantasy, Musical","English, Norwegian",5,TRUE,PG,27/11/2013,102 min,18/03/2014,"5,17,974",7533,57469,35149134,8984,7.5/10,90%,74/100,1,77,57,High
Black Nativity ,USA,"Drama, Family, Music, Musical",English,2,TRUE,PG,27/11/2013,93 min,15/04/2014,"1,886",14,54,8328,19,4.6/10,51%,48/100,0,2,5,Low
Out of the Furnace ,"UK, USA","Crime, Drama, Thriller",English,2,FALSE,R,06/12/2013,116 min,11/03/2014,"98,904",1931,10595,5060008,435,6.8/10,53%,63/100,0,2,9,High
Afternoon Delight ,USA,"Comedy, Drama",English,1,FALSE,R,11/12/2013,98 min,18/02/2014,"8,941",561,7074,4855710,557,5.8/10,66%,50/100,0,1,3,Low
